,Q5017_27-32nt,Q5019_27-32nt,Q5020_27-32nt,Q5033_27-32nt,Q5034_27-32nt,Q5035_27-32nt,Q5041_27-32nt,Q5042_27-32nt,Q5043_27-32nt,Q5334_27-32nt,Q5337_27-32nt,Q5338_27-32nt,R4816_27-32nt,R4816_37-43nt,R4816minus_20-23nt,R4816minus_20-32nt,R4816minus_27-32nt,R4819_27-32nt,R4819_37-43nt,R4819minus_20-23nt,R4819minus_20-32nt,R4819minus_27-32nt,R4869_27-32nt,R4869minus_20-23nt,R4869minus_20-32nt,R4869minus_27-32nt,R4870_27-32nt,R4870minus_20-23nt,R4870minus_20-32nt,R4870minus_27-32nt,R4902_27-32nt,R4902_37-43nt,R4903_27-32nt,R4903_37-43nt
YJL046W_mRNA,6.86,7.2,6.91,5.78,6.69,7.11,3.18,6.66,4.97,5.63,3.95,6.95,0,0,12.39,10.44,0,0,0,0,0,0,0,15.4,9.4,0,6.83,5.23,12.14,25.9,0,0,0,0
YJL131C_mRNA,4.87,2.52,2.38,3.53,3.28,7.97,0,3.2,5.57,3.95,4.99,4.87,0,0,2.31,3.9,12.46,3.18,0,22.71,23.95,30.85,0,0,0,0,3.57,2.93,11.66,29.04,18.4,0,21.31,0
YJR080C_mRNA,36.54,38.54,39.46,41.16,42.25,51.31,88.62,17.66,52.55,43.2,35.43,39.75,18.31,795.35,61.74,59.22,45.84,52.68,197.47,0,0,0,88.09,0,0,0,63.43,59.37,68,85.51,105.82,0,6.53,0
YJR100C_mRNA,9.49,13.57,9.96,17.59,13.44,11.3,0,19.11,8.32,13.67,13.24,12.42,0,0,5.52,11.63,44.66,15.2,0,0,0,0,89.54,0,0,0,29.83,14,13.92,13.88,38.48,0,169.73,440.01
YKL037W_mRNA,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKR074W_mRNA,44.08,34.83,45.28,58.87,59.06,38.84,21.41,49.05,39.01,44.99,52.64,63.03,179.12,0,91.99,89.15,74.75,25.45,72.15,79.04,66.68,0,241.49,0,0,0,66.57,151.57,115.98,46.48,64.42,0,28.41,0
YBR108W_mRNA,9.7,8.37,7.6,15.02,9.77,7.62,3.03,8.16,7.11,7.38,10.6,10.5,25.39,0,36.52,31.61,5.3,17.58,60.62,12.11,10.22,0,0,11.04,35.94,75.17,11.12,21.27,19.08,14.82,9.78,0,24.16,0
YML050W_mRNA,8.57,5.91,3.32,1.97,3.13,8.33,7.95,3.57,6.21,2.64,2.47,4.35,5.55,0,15.46,13.03,0,10.64,0,0,0,0,0,0,0,0,2.65,6.53,4.33,0,0,0,0,0
YML087C_mRNA,0.99,1.62,0.38,1.51,1.81,1.92,0,0,1.79,2.03,1.42,2.09,6.39,0,2.97,2.5,0,0,0,36.42,30.73,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR003W_mRNA,6.97,7.36,5.79,12.59,7.29,9.68,6.93,8.29,8.12,4.6,5.92,4.42,0,0,13.41,11.31,0,0,0,0,0,0,0,0,0,0,11.55,11.33,15.03,22.58,0,0,0,0
YMR157C_mRNA,16.33,21,11.23,10.72,24.99,12.3,13.92,12.48,21.74,20.01,13.33,15.63,0,0,20.38,30.03,80.99,16.55,0,7.37,6.22,0,37.89,44.78,27.34,0,12.37,22.83,17.66,7.55,59.82,0,46.18,0
YOL053W_mRNA,15.53,9.73,9.02,7.03,15.49,15.54,3.28,8.81,10.23,13.77,9.16,11.93,0,0,14.87,12.53,0,5.84,0,20.86,17.6,0,0,0,0,0,3.27,16.16,14.29,10.67,0,0,78.25,0
YBR194W_mRNA,14.81,8.64,12.75,21.42,12.04,12.79,0,20.54,11.93,14.36,9.49,7.65,53.25,0,24.59,20.73,0,0,0,0,0,0,0,0,0,0,22.9,0,0,0,0,0,0,0
YOR215C_mRNA,32.6,16.42,17.18,24.38,19.41,13.26,26.38,25.23,20.61,15.18,23.36,19.7,0,107.02,61.41,51.76,0,14.12,212.57,25.13,28.26,45.63,80.05,12.72,7.77,0,26.37,21.62,31.54,51.55,40.83,0,10.51,0
YPL158C_mRNA,26.91,24.14,21.62,23.63,24.74,21.63,17.65,23.45,22.98,24.3,24.83,21.26,54.71,0,36.98,31.17,0,48.97,39.23,0,0,0,20.6,19.02,14.51,7.48,28.76,19.39,27.67,44.71,10.12,0,15.62,0
YPR004C_mRNA,79.27,91.22,79.42,88.61,75.54,74.95,76.11,69.5,75.95,77.17,67.31,87.4,141.51,0,142.4,138.48,118.11,45.24,339.86,157.17,132.26,0,113.48,91.9,56.09,0,95.8,79.83,89.76,110.15,87.24,0,42.09,0
YHR199C_mRNA,43.53,40.05,31.62,34.21,44.52,25.6,31.89,33.36,18.68,32.63,38.08,37.76,66.72,0,62,54.43,13.92,39.1,120.11,57.07,106.99,379.21,13.96,0,0,0,33.21,45.84,39.08,25.97,107.97,0,0,0
YDL237W_mRNA,46.9,59.32,47.32,45.4,48.33,55.05,49.72,66.37,53.07,66,58.69,61.28,60.09,0,77.4,76.11,69.45,62.07,0,52.78,44.53,0,104.44,112.29,102.84,88.44,50.81,76.33,68.68,53.97,25.65,0,0,0
YDR063W_mRNA,47.9,66.03,51.77,70.42,58.69,63.29,86.68,39.86,39.06,42.04,46.08,59.51,0,0,38.71,32.63,0,65.4,0,0,0,0,0,64.16,39.16,0,51.1,21.81,28.92,43.43,25.8,0,0,0
YER080W_mRNA,40.24,39.96,31.97,28.47,32.91,26.72,16.55,41.68,49.85,25.36,33.04,32.72,95.6,0,76.78,75.07,66.03,54.8,0,45.24,38.16,0,55.17,34.36,31.47,27.03,52.77,58.39,51.63,38.49,118.88,0,89.41,0
YMR092C_mRNA,59.73,55.15,51.87,60.04,55.86,58.37,28.35,44.48,45.21,49.39,46.6,54.22,59.31,166.65,92.09,103.49,165,117.97,212.79,109.27,98.54,40.86,253.64,17.17,143.24,342.18,98.4,60.31,77.4,111.56,70.07,0,84.66,0
YIL079C_mRNA,14.04,12.47,18.24,18.34,14.6,22.47,26.83,17.18,22.45,12.72,16.67,17.8,53.46,116.25,7.45,8.38,13.39,30.76,0,36.59,51.45,132.58,17.89,0,0,0,21.71,9.45,12.53,18.72,0,0,7.63,0
YDL175C_mRNA,19.51,28.16,27.33,30.7,23.95,27.52,29.76,23.35,17.43,23.87,22.82,26.77,36.32,0,16.88,16.26,12.99,29.86,0,0,0,0,0,0,0,0,9.92,58.08,46.62,24.23,4.8,0,0,0
YBR059C_mRNA,17.81,20.6,17.74,19.26,19.47,19.04,11.8,16.07,11.78,20.02,16.09,21.98,29.27,0,14.51,20.77,54.96,30.41,52.39,20.95,17.68,0,6.12,0,0,0,27.1,15.15,15.07,14.95,13.53,0,28.72,0
YDR264C_mRNA,44.54,53.41,54.36,41.23,56.31,48.11,43.77,49.06,46.3,56.29,50.99,58.47,55.96,55.07,42.7,41.98,38.21,47.16,145.85,98.99,122.81,252.33,97.91,4.41,18.89,41.71,48.62,45.09,53.83,71.27,58.8,0,58.1,37.46
YOR034C_mRNA,14.84,16.75,15.06,12.09,11.35,14.42,16.91,9.55,11.74,16,14.88,12.15,13.1,37.83,22.84,19.28,0,13.4,0,12,10.12,0,0,0,0,0,8.76,4.64,7.19,12.24,24.23,0,11.22,0
YOR335C_mRNA,283.34,337.63,294.11,262.54,275.65,296.65,258.16,321.64,304.21,301.67,281.14,304.54,200.95,166.07,249.12,238.71,183.45,222.17,209.9,266.09,252.76,181.7,185.67,134.75,244.52,417.62,242.56,261.15,238.02,193.07,224.54,145.74,209.18,123.21
YJL122W_mRNA,40.56,26.47,32.95,19.09,23.24,18.99,34.02,34.57,18.6,18.81,27.47,28.5,56.93,0,149.19,136.84,71.28,60.67,206.23,43.09,63.61,176.49,150.85,196.35,159.81,103.73,83.88,127.92,162.27,232.64,149.16,0,81.27,0
YMR170C_mRNA,19.94,33.04,20.58,31.15,32.41,24.56,5.5,14.8,12.63,24.07,22.78,26.75,23.02,55.5,23.32,29.85,28.82,29.44,0,17.54,14.8,0,6.42,0,0,0,20.17,15.85,16.52,17.92,99.35,0,5.48,452.94
YMR169C_mRNA,4.79,1.73,3.86,2.37,22.45,22.26,0,0,2.33,3.21,10.19,5.62,0,0,18.88,10.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR374W_mRNA,53.35,50.43,47.8,60.16,61.73,73.5,16.2,29.06,29.53,58.85,40.9,43.53,101.69,54.47,80.66,81.28,84.87,125.22,81.14,111.93,138,280.23,66.18,0,0,0,49.49,37.78,57.48,96.74,101,0,43.01,0
YER073W_mRNA,34.1,38.91,36.17,58.65,57.6,46.71,23.35,21.71,20.26,43.05,38.48,54.34,130.25,104.63,94.35,88.04,54.36,104.1,129.88,111.68,101.19,44.87,108.99,50.26,118.89,227.43,99.41,106.77,106.21,105.61,56.88,0,5.17,0
YPL061W_mRNA,1610.11,1623.78,1426.91,1322.9,1567.46,1469.02,1417.83,1454.7,1735.24,1625.86,1640.21,1736.44,1750.77,916.28,1469.28,1485.38,1576.63,1919.66,1406.31,1507.6,1563.61,1880.65,1654.56,1206.41,1517.59,2014.69,1586.98,1347.8,1385.08,1465.84,1665.13,446.73,1046.88,1189.68
YOR175C_mRNA,51.52,51.05,46.68,48.89,49.16,47.57,42.32,51.26,60.02,52.48,52.41,54.97,59.02,89.76,24.61,29.28,54.45,53.63,0,63.96,53.94,0,88.38,21.51,42.82,76.41,53.44,51.37,46.23,36.27,89.05,0,62.09,0
YNL148C_mRNA,19.38,18.43,12.43,9.28,20.78,27.27,0,9.73,14.54,27.79,24.57,24.68,32.44,0,24.09,27.92,48.74,16.59,0,22.18,18.71,0,0,0,0,0,20.15,30.54,32.91,37.88,78,0,129.68,0
YBR110W_mRNA,35.69,31.29,28.25,29.35,27.57,27.89,16.65,24.86,22.73,22.73,30.62,31.66,8.2,0,9.55,9.66,10.27,52.46,0,0,3.95,25.44,48.06,0,0,0,23.52,14.76,17.8,23.95,69.66,0,46.85,0
YNL048W_mRNA,36.41,45.58,41.19,28.03,36.12,46.28,21.57,34.65,56.85,44.13,42.5,37.07,37.6,54.37,22.76,35.41,103.56,36.06,0,38.68,32.63,0,25.17,0,0,0,20.66,39.94,33.84,21.95,10.43,568.63,53.67,55.47
YNR030W_mRNA,64.23,69.31,66.67,72.74,69.49,73.13,47.86,57.21,50.17,70.21,73.16,86.48,49.18,228.53,70.35,66.19,43.98,42.67,0,36.15,30.49,0,105.82,85.41,52.14,0,52.88,33.16,35.75,41.01,42.23,0,20.06,0
YGL047W_mRNA,27.62,32.36,22.7,32.82,30.48,30.54,33.15,23.78,10.36,35.94,24.2,28.38,18.49,0,25.66,21.63,0,82.77,0,0,0,0,7.74,47.85,29.21,0,30.93,10.84,14.38,21.59,0,0,435.6,0
YBR070C_mRNA,17.56,15.18,16.93,7.87,28.2,19.97,5.96,19.6,11.64,25.06,21.3,22.26,8.32,0,7.7,6.49,0,0,0,37.82,31.9,0,97.42,14.36,8.77,0,33.78,19.52,32.37,58.25,0,0,71.23,0
YGL065C_mRNA,28.45,32.59,31.85,26.63,33.92,28.26,29.34,29.82,27.5,28.56,18.91,31.26,36.83,148.03,20.33,15.63,0,39.25,0,60.78,51.28,0,0,63.87,38.99,0,29.33,33.79,28.81,19.11,11.35,0,5.84,0
YBL082C_mRNA,33.57,59.51,41.07,49.53,44.84,41.89,26.03,44.12,44.05,49.91,40.88,50.31,32.27,0,39.43,40.49,17.17,0,0,78.36,66.1,0,43.88,0,0,0,42.41,16.27,13.48,4.71,0,0,92.14,0
YPL227C_mRNA,25.47,27.03,31.58,24.05,26.4,30.24,19.7,15.31,18.46,28.76,23.25,28.34,38.46,0,20.42,19.36,13.76,59.72,0,56.36,47.57,0,0,161.83,98.79,0,47.26,16.18,23.6,38.49,106.7,0,47.06,0
YOR002W_mRNA,43.43,37.7,32.76,33.25,41.1,25.54,21.21,18.23,41.42,41.36,35.21,44.19,22.19,0,72.32,68.21,46.3,96.94,26.55,71.86,74.89,91.72,0,89.89,54.87,0,29.16,41.47,36.18,25.91,54.71,0,0,0
YBR243C_mRNA,31.54,24.18,26.08,29.67,23.62,25.09,11.79,26.43,32.23,30.64,26.32,34.35,4.11,29.74,28.69,29.02,30.88,21.02,0,46.93,51.49,76.45,0,42.8,26.13,0,17.68,46.07,33.76,9.6,7.6,0,52.81,0
YOR067C_mRNA,46.86,37.2,28.08,42.56,34.54,38.47,40.46,40.05,55.29,42.51,39.47,45.36,0,0,31.2,41.52,97.12,51.85,0,32.25,30.61,21.86,50.16,97.98,63.55,9.64,44.65,45.79,45.55,45.29,19.56,0,20.14,0
YNL219C_mRNA,60.75,54.63,53.42,45.71,46.06,49.62,24.52,44.7,48.83,51.52,45.31,48.45,20.51,49.42,49.37,55.03,85.61,28.42,49.08,66.46,85.75,190.79,28.61,65.32,39.87,0,54.73,48.44,52.2,59.88,6.32,0,82.98,0
YGL021W_mRNA,34.36,39.87,35.14,27.54,49.45,40.11,37.08,26.05,20.27,45.33,41.04,41.2,121.54,261.31,40.99,40.65,38.85,39.68,55.61,76.63,64.82,0,54.1,0,13.72,35.34,49.43,29.03,22.29,9.06,52.61,120.12,0,38.08
YBL009W_mRNA,32.11,34.1,30.61,32.97,31.93,31.91,35.02,33.24,49.87,28.94,30.23,40.52,11.49,0,9.4,10.17,14.39,18.37,0,13.15,11.09,0,33.65,74.89,45.72,0,19.9,15.27,15.75,16.77,37.19,166.88,0,0
YML086C_mRNA,161.88,147.91,143.75,155.48,132.94,135.84,69.7,152.76,118.96,151.91,147.94,166.21,129.6,78.08,90.53,97.5,135.22,145.01,25.85,32.93,55.55,178.57,96.4,68.77,99.22,147.59,106.66,99.87,112.73,138.71,176.44,0,149.04,0
YNL270C_mRNA,0.18,0.35,0.21,0.46,0.98,0.71,0,0,0,0,0.6,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.02
YOL130W_mRNA,20.01,17.13,16.07,26.01,23.1,25.7,3.32,14.87,11.01,25.32,24.08,25.08,13.88,50.08,23.74,28.19,52.14,26.63,66.31,31.79,29.05,14.35,30.98,0,14.74,37.94,15.48,8.21,11.79,18.91,66.32,0,3.3,0
YFL050C_mRNA,0.48,0.35,0.14,1.09,1.09,0.93,0,0,0,1.47,0.53,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR089C_mRNA,90.27,106.37,97.32,74.01,99.62,107.36,99.67,92.6,87.15,91.79,90.35,81.89,84.61,0,70.22,66.51,45.4,90.8,0,79.44,69.98,18.74,73.33,26.25,44.87,74.32,100.35,62.47,67.46,77.62,97.8,0,116.47,267.18
YDR111C_mRNA,20.57,16.13,11.51,10.94,14.63,14.06,2.65,11.89,16.57,13.49,13.38,21.01,11.09,0,12.05,11.61,9.26,18.92,79.66,4.23,3.56,0,49.51,0,0,0,7.95,4.36,5.79,8.64,17.1,0,31.67,0
YKR021W_mRNA,13.16,13.29,11.5,9.3,16.66,17.48,12.53,14.97,11.01,15.24,13.5,12.55,0,0,16.29,15.45,10.94,2.79,0,17.5,14.77,0,14.62,18.99,11.59,0,8.87,19.36,14.55,5.1,4.04,0,0,0
YJL084C_mRNA,13.32,11.16,11.55,10.05,12.72,10.62,13.84,6.2,11.35,9.8,10.64,8.95,32.81,0,12.61,10.63,0,24.68,0,13.26,11.19,0,1.61,0,0,0,17.06,6.85,8.33,11.27,0,0,30.3,0
YGR225W_mRNA,0.33,0,1.16,2.29,0,0.65,0,0,0,0.51,0.18,0.63,0,0,3.01,2.53,0,0,0,25.83,21.79,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR225W_pre-mRNA,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML035C_mRNA,56.32,53.98,53.63,47.94,50.12,55.45,56.01,69.05,62.2,61.18,53.14,54.67,29.29,17.61,34.15,33.58,30.56,113.92,34.98,44.71,40.07,15.13,18.38,72.15,88.09,113.4,53.07,27.41,37.31,57,24.83,0,76.66,35.94
YDR242W_mRNA,1.89,2.23,1.1,6.94,4.49,7.34,0,0,0,2.91,7.15,4.31,25.67,0,0,0,0,7.03,0,12.6,10.62,0,0,0,0,0,1.75,0,0,0,0,0,0,0
YBR211C_mRNA,18.25,14.43,19.92,12.07,12.14,16.65,7.7,14.95,22.55,11.5,17.64,12.27,21.47,0,7.48,10.51,26.88,3.43,38.64,0,0,0,0,0,0,0,8.98,9.48,6.29,0,59.56,0,0,0
YOR378W_mRNA,3.38,2.04,5.02,2.16,1.44,1.83,5.23,10.16,0,2.03,2.23,2.38,0,0,5.1,5.73,9.14,14,0,0,0,0,18.32,0,42.54,109.68,5.23,0,0,0,20.24,0,0,0
YBR158W_mRNA,55.37,46.06,46.68,46.32,40.2,46.57,29.91,44.7,44.03,38.43,41.99,42.33,41.72,69.55,48.2,52.24,72.31,43.09,161.17,66.06,55.73,0,45.65,117.07,71.46,0,32.2,56.85,54.03,48.71,26.71,0,41.23,0
YGL156W_mRNA,3.56,3.41,2.24,5.75,4.75,7.29,1.34,2.4,1.57,4.89,4.47,5.86,1.87,0,3.49,2.94,0,3.58,0,8.56,9.03,11.59,0,0,0,0,0.89,3.32,2.2,0,0,0,0,0
YJR047C_mRNA,3.04,1.29,1.27,0,1.08,0,8.68,2.52,9.64,4.8,4.76,3.77,0,0,0,0,0,0,0,0,0,0,13.96,0,0,0,9.37,0,0,0,26.95,0,10.96,0
YEL036C_mRNA,72.86,64.93,57.53,65.04,61.56,63.86,79.93,51.07,54.9,56.71,64.64,64.26,57.66,0,87.82,90.63,105.87,56.53,82.82,105.43,96.35,47.67,196.21,73.4,97.76,136.57,53.27,68.04,73.7,85.27,28.44,0,164.62,0
YKL047W_mRNA,21.89,19.96,16.02,35.85,15.94,26.78,28.21,20.24,52.88,27.46,17.53,22.61,55.08,0,18.32,16.98,9.85,22.64,0,22.48,18.96,0,36.21,6.82,4.17,0,15.98,25.53,29.25,36.75,43.66,0,5.62,348.36
YHR126C_mRNA,0,0.46,0,0,0,0,0,0,0,0,1.01,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49,0,0,0,0,0,0,0
YPR128C_mRNA,16.43,22.11,22.27,26.42,21.53,26.6,19.06,25.06,28.28,22.34,23.38,23.26,31.89,0,34.58,29.15,0,3.4,0,66.71,56.28,0,26.69,0,0,0,15.24,15.65,29.07,55.85,127.8,123.97,0,0
YPR180W_mRNA,25.53,34.13,34.27,35.61,39.47,36.62,29.62,20.24,28.09,37.92,28.26,36.23,35.41,0,30.15,32.34,44.33,22.64,0,47.1,56.76,109.78,103.71,0,0,0,23.97,27.79,52.98,103.36,87.32,0,0,0
YCL050C_mRNA,405.61,409.2,405.17,323.17,383.66,379.93,565.11,435.77,397.57,364.48,395.96,349.24,379.01,523.84,223.48,216.61,180.76,446.19,737,349.55,335.55,261.11,347.35,218.76,216.2,213.75,365.09,177.04,249.88,400.37,216.96,491.64,626.95,89.07
YDR530C_mRNA,13.24,13.58,11.22,6.97,16.14,15.54,15.36,5.74,13.49,14.44,9.54,13.29,0,116.44,4.98,4.19,0,20.54,0,6.11,5.15,0,40.33,0,0,0,16.63,0,0,0,0,0,0,0
YNL172W_mRNA,7.29,8.51,7.62,6.75,8.96,9.16,8.53,7.39,3.66,8.96,8.87,8.78,0,0,8.89,8.89,8.93,15.21,17.01,9.54,8.05,0,9.95,37.28,22.76,0,8.81,6.24,7,8.33,28.59,0,1.7,0
YDL008W_mRNA,84.06,102.01,62.4,72.26,97.2,98,60.4,65.44,97.3,106.9,94.4,80.45,21.06,0,48.64,40.99,0,33.66,0,23.88,20.14,0,8.81,108.81,66.42,0,20.13,24.66,24.53,24.59,0,0,315.66,0
YLR127C_mRNA,8.04,5.67,6.13,8.82,7.02,8.39,6.68,6.49,8.48,7.76,7.26,6.84,0,0,2.17,1.83,0,2.98,50.05,2.67,2.25,0,0,0,0,0,5.01,1.38,2.74,5.44,0,0,39.89,0
YDR118W_mRNA,7.41,5.87,7.81,7.37,4.19,10.69,8.51,6.36,4.98,4,7.6,7.36,0,0,2.77,3.5,7.43,1.9,127.67,0,14.3,91.97,2.48,0,0,0,9.92,0,4.65,13.86,0,0,63.53,0
YOR249C_mRNA,4.83,5.76,3.06,3.7,6.69,4.55,6.11,5.48,4.77,4.5,4.11,4.63,5.68,0,5.29,4.46,0,16.34,0,6.5,5.48,0,0,0,0,0,4.07,0,1.11,3.31,0,0,0,0
YLR102C_mRNA,7.44,11.79,9.4,8.92,9.47,13.2,4.5,12.12,3.52,8.47,10.49,12.31,6.28,0,14.58,12.29,0,12.05,0,0,0,0,0,0,0,0,12.01,0,4.9,14.67,0,0,35.87,0
YBR151W_mRNA,56.17,51.46,65.61,57.78,44.47,78.2,66.14,54.65,45.58,62.83,51.66,52.44,10.85,157.34,17.65,21.25,40.76,45.1,0,117.6,104.43,33.64,0,75.21,45.91,0,35,25.56,21.19,12.67,30.1,0,108.44,0
YKL103C_mRNA,48.39,47.11,44.06,30.44,38.03,40.4,35.86,42.11,26.01,33.72,36.2,43.86,82.17,232.43,66.55,67.31,71.56,121.06,51.29,53.1,51.68,44.3,53.81,0,64.38,165.98,53.77,50.61,43.35,29.2,118.93,0,15.3,0
YKL157W_mRNA,150.51,141.64,130.57,162.51,154.64,130.77,110.5,135.85,148.25,119.86,150.47,127.67,162.73,391.28,114.34,120.28,152.12,119.31,93.26,159.03,138.35,26.91,85.33,188.71,152.06,94.88,183.82,119.3,152.27,217.87,146.47,0,148.68,0
YKL157W_pre-mRNA,2.6,4.29,10.12,0,6.42,13.64,0,3.65,0,4.05,1.89,7.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.01,0,0,0,0,0,0,0
YBR286W_mRNA,597.77,585.91,573.45,574.74,607.15,603.5,434.33,555.84,599.09,622.4,600.41,680.77,415.46,168.49,619.99,609.38,554.17,575.95,83.66,674.5,617.66,312.97,558.84,687.51,695.33,710.99,545.49,646.32,651.99,666.41,556.53,0,421.27,57.3
YHR113W_mRNA,49.15,46.57,39.77,40.97,51.96,37.88,28.87,37.1,41.72,45.67,38.56,43.91,56.37,262.15,39.36,39.49,40.33,33.47,57.85,87.42,73.75,0,23.59,41.93,25.6,0,59.65,35.63,55.13,94.02,48.4,0,5.75,0
YDR525W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL077W_mRNA,8.83,7.06,13.47,9.72,10.76,11.08,2.56,5.36,7,9.06,10.54,14.69,39.28,0,4.99,4.2,0,9.13,0,0,0,0,35.85,0,0,0,8.53,0,1.4,4.17,33.02,0,0,0
YJR005W_mRNA,24.95,30.51,24.5,25.37,28.07,34.83,19.97,29.24,22.61,27.83,29.77,30.73,25.06,120.63,42.75,50.2,90.64,5.34,0,47.8,40.32,0,25.63,53.24,62.04,76.1,17.96,31.26,22.91,6.5,0,0,51.68,0
YKL135C_mRNA,28.04,34.44,30.33,36.03,29.45,29.94,17.39,12.71,40.75,26.93,29.71,32.03,18.86,136.18,28.89,27.53,20.24,36.18,0,49.35,41.63,0,2.25,51.53,68.63,95.74,30.26,22.29,31.68,50.34,0,0,26.93,0
YBL037W_mRNA,14.48,13.47,16.72,14.66,18.52,19.88,5.64,12.22,25.33,12.01,12.48,16.18,1.97,99.26,28.44,23.97,0,28.92,0,22.52,43.7,158.5,6.58,0,0,0,18.79,15.12,13.88,11.48,21.82,0,16.84,0
YPR029C_mRNA,34.99,36.15,38.96,25.1,33.68,33.88,25.64,38.31,37.38,30.82,38.1,40,28.61,0,23.35,25.3,35.81,32.01,0,0,8.51,44.34,35.9,20.73,63.26,130.3,27.34,14.09,14.95,16.7,39.68,221.39,51.04,0
YPL195W_mRNA,21.89,22.11,20.82,17.53,18.4,20.41,15.39,21.62,23.45,20.43,23.55,23.69,19.32,30.97,9.01,9.29,10.75,38.44,169.17,29.5,33.19,53.25,46.71,3.73,2.26,0,24.11,17.77,17.68,17.55,17.87,24.92,15.32,0
YGR261C_mRNA,36.82,35.61,29.25,21.91,32.46,30.63,31.35,40.78,33.85,26.92,29.93,37.78,20.57,0,14.37,16.17,25.76,18.09,18.43,13.82,16.55,31.89,12.91,58.12,35.48,0,23.35,25.83,19.15,6,9.51,0,0,0
YPL259C_mRNA,22.65,24.8,25.52,18.05,21.73,19.57,8.41,21.79,21.9,18.3,21.78,21.2,0,311.14,25.49,27.62,39.17,22.5,112.36,0,0,0,65.45,20.37,12.43,0,32.7,25.38,27.54,31.96,54.25,0,11.17,0
YHL019C_mRNA,10.4,5.03,11.26,10.52,14.5,8.22,7.36,4.4,5.75,10.85,10.48,12.51,65,123.62,14.34,14.77,17.13,6.56,0,27.38,23.1,0,0,71.3,43.52,0,8.99,0,6.7,19.97,3.16,0,39.07,0
YBR288C_mRNA,32.74,35.7,34.99,42.4,33.35,45.26,18.35,44.8,58.53,39.59,36.82,43.18,55.46,0,37.72,61.9,192.27,16.37,0,38.99,49.33,105.8,0,0,4.52,11.66,46.89,12.58,21.69,39.85,59.17,0,6.09,0
YOL062C_mRNA,38.18,42.23,33.91,23.39,39.03,39.95,16.35,29.33,37.26,48.84,42.97,49.15,38.01,0,8.85,10.44,19.04,9.72,136.5,60.83,54.98,23.57,44.53,6.6,4.03,0,23.61,40.38,31.24,13.31,14.06,44.23,0,0
YKL114C_mRNA,28.74,35.94,31.38,39.05,34.29,30.6,41.76,28.08,38.05,35.03,36.75,32.32,9.71,0,42.88,43.74,48.61,40.34,0,38.78,42.06,60.18,16.24,0,46.23,119.37,44.06,48.62,36.04,11.33,4.49,0,48.5,0
YBL019W_mRNA,6.34,5.87,7.8,8.13,8.52,11.23,7.78,3.88,5.07,13.49,8.06,9.69,0,0,3.4,2.84,0,0,0,0,0,0,12.11,0,0,0,10.37,0,1.42,4.22,26.77,0,5.17,0
YNL094W_mRNA,9.69,7.54,8.54,11.85,16.01,15.79,0,5.2,7.65,13.24,10.48,9.91,3.03,0,16.97,16.68,15.2,5.82,0,17.35,14.64,0,0,0,0,0,5.8,1.79,1.19,0,0,35.26,0,44.72
YIL040W_mRNA,68.41,64.83,69.02,50.41,47.22,48.91,62.9,80.56,38.6,46.71,60.71,60.55,100.25,0,17.32,29.2,94.13,8.01,0,70.75,59.71,0,346.02,0,0,0,38.92,0,43.68,131.67,10.76,0,0,0
YJL075C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR170C_mRNA,84.17,57.04,55.23,76.93,83.59,108.16,56.7,50.84,46.74,36.24,57.24,58.52,35.14,0,73.2,68.55,44,106.73,0,0,0,0,44.11,0,0,0,48.28,36.08,23.92,0,73.12,0,213.22,0
YJR058C_mRNA,38.29,30.45,27.96,19.17,38.6,37.2,6.83,36.76,26.69,32.5,30.78,34.23,38.12,0,13.22,11.14,0,54.84,0,0,36.51,236.36,151.52,0,0,0,27.32,11.17,7.41,0,17.63,0,0,0
YJL024C_mRNA,37.69,46.71,47.25,35.99,52.66,50.19,0,56.38,43.74,40.43,44.41,47.78,156.21,0,54.43,45.2,0,21.03,297.24,56.09,47.31,0,0,0,0,0,45.18,33.78,41.6,57.59,30.41,0,70.42,0
YJL024C_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
