,Q5017_27-32nt,Q5019_27-32nt,Q5020_27-32nt,Q5033_27-32nt,Q5034_27-32nt,Q5035_27-32nt,Q5041_27-32nt,Q5042_27-32nt,Q5043_27-32nt,Q5334_27-32nt,Q5337_27-32nt,Q5338_27-32nt,R4816_27-32nt,R4816_37-43nt,R4816minus_20-23nt,R4816minus_20-32nt,R4816minus_27-32nt,R4819_27-32nt,R4819_37-43nt,R4819minus_20-23nt,R4819minus_20-32nt,R4819minus_27-32nt,R4869_27-32nt,R4869minus_20-23nt,R4869minus_20-32nt,R4869minus_27-32nt,R4870_27-32nt,R4870minus_20-23nt,R4870minus_20-32nt,R4870minus_27-32nt,R4902_27-32nt,R4902_37-43nt,R4903_27-32nt,R4903_37-43nt
YJL046W_mRNA,8.1,8.59,8.08,6.63,7.87,8.43,3.51,7.54,5.75,6.63,4.64,8.36,0,0,15.06,12.67,0,0,0,0,0,0,0,18.9,11.6,0,8.21,6.1,14.24,30.44,0,0,0,0
YJL131C_mRNA,5.75,3.01,2.79,4.06,3.86,9.45,0,3.62,6.45,4.65,5.86,5.86,0,0,2.81,4.73,14.84,3.85,0,27.88,29.34,36.95,0,0,0,0,4.29,3.42,13.67,34.13,22.46,0,25.61,0
YJR080C_mRNA,43.15,45.98,46.16,47.26,49.7,60.84,97.7,19.99,60.84,50.9,41.61,47.77,22.25,784.41,75.06,71.89,54.61,63.81,173.25,0,0,0,107.08,0,0,0,76.26,69.16,79.71,100.48,129.16,0,7.85,0
YJR100C_mRNA,11.21,16.19,11.66,20.19,15.81,13.4,0,21.64,9.64,16.11,15.55,14.93,0,0,6.71,14.12,53.2,18.42,0,0,0,0,108.84,0,0,0,35.86,16.31,16.32,16.31,46.97,0,204.03,343.57
YKL037W_mRNA,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKR074W_mRNA,52.05,41.55,52.96,67.59,69.47,46.06,23.6,55.55,45.17,53.01,61.83,75.74,217.68,0,111.83,108.23,89.05,30.83,63.3,97.03,81.69,0,293.54,0,0,0,80.04,176.59,135.95,54.61,78.63,0,34.15,0
YBR108W_mRNA,11.45,9.99,8.89,17.24,11.49,9.04,3.34,9.24,8.23,8.7,12.45,12.62,30.85,0,44.4,38.37,6.31,21.3,53.18,14.87,12.52,0,0,13.56,44.36,92.57,13.37,24.77,22.36,17.42,11.94,0,29.04,0
YML050W_mRNA,10.12,7.05,3.88,2.26,3.69,9.87,8.77,4.04,7.19,3.11,2.9,5.22,6.74,0,18.79,15.82,0,12.88,0,0,0,0,0,0,0,0,3.19,7.61,5.08,0,0,0,0,0
YML087C_mRNA,1.17,1.93,0.45,1.74,2.13,2.28,0,0,2.07,2.39,1.67,2.51,7.77,0,3.61,3.04,0,0,0,44.71,37.64,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR003W_mRNA,8.23,8.78,6.77,14.45,8.57,11.48,7.65,9.39,9.41,5.42,6.96,5.31,0,0,16.31,13.73,0,0,0,0,0,0,0,0,0,0,13.89,13.21,17.62,26.54,0,0,0,0
YMR157C_mRNA,19.28,25.05,13.14,12.3,29.39,14.59,15.34,14.13,25.17,23.58,15.66,18.78,0,0,24.78,36.45,96.48,20.04,0,9.05,7.62,0,46.06,54.99,33.73,0,14.87,26.6,20.71,8.88,73.02,0,55.51,0
YOL053W_mRNA,18.34,11.61,10.56,8.07,18.22,18.43,3.61,9.98,11.85,16.22,10.75,14.34,0,0,18.08,15.22,0,7.07,0,25.61,21.56,0,0,0,0,0,3.94,18.82,16.74,12.53,0,0,94.06,0
YBR194W_mRNA,17.49,10.31,14.91,24.59,14.16,15.17,0,23.26,13.81,16.92,11.14,9.19,64.71,0,29.9,25.16,0,0,0,0,0,0,0,0,0,0,27.53,0,0,0,0,0,0,0
YOR215C_mRNA,38.49,19.59,20.1,27.99,22.83,15.72,29.09,28.58,23.86,17.88,27.44,23.68,0,105.55,74.66,62.84,0,17.1,186.5,30.85,34.63,54.66,97.31,15.62,9.58,0,31.71,25.19,36.98,60.58,49.84,0,12.63,0
YPL158C_mRNA,31.78,28.8,25.28,27.13,29.1,25.65,19.46,26.55,26.6,28.63,29.16,25.54,66.48,0,44.96,37.84,0,59.32,34.42,0,0,0,25.04,23.35,17.91,9.21,34.57,22.59,32.43,52.54,12.35,0,18.78,0
YPR004C_mRNA,93.6,108.82,92.9,101.73,88.86,88.87,83.9,78.7,87.93,90.92,79.06,105.03,171.97,0,173.12,168.11,140.71,54.8,298.19,192.94,162.03,0,137.94,112.84,69.21,0,115.17,93,105.22,129.44,106.49,0,50.59,0
YHR199C_mRNA,51.4,47.77,36.99,39.27,52.36,30.35,35.16,37.78,21.63,38.45,44.73,45.37,81.08,0,75.37,66.08,16.58,47.36,105.38,70.06,131.08,454.24,16.97,0,0,0,39.93,53.4,45.81,30.51,131.79,0,0,0
YDL237W_mRNA,55.39,70.77,55.35,52.12,56.85,65.28,54.82,75.16,61.44,77.76,68.93,73.63,73.03,0,94.1,92.39,82.73,75.18,0,64.8,54.55,0,126.95,137.88,126.91,108.91,61.08,88.92,80.51,63.42,31.31,0,0,0
YDR063W_mRNA,56.56,78.78,60.56,80.85,69.04,75.04,95.57,45.14,45.22,49.54,54.13,71.51,0,0,47.06,39.61,0,79.22,0,0,0,0,0,78.78,48.33,0,61.43,25.41,33.9,51.03,31.49,0,0,0
YER080W_mRNA,47.52,47.67,37.39,32.69,38.72,31.69,18.24,47.2,57.71,29.88,38.81,39.32,116.17,0,93.35,91.13,78.66,66.38,0,55.53,46.75,0,67.06,42.19,38.83,33.29,63.44,68.03,60.52,45.23,145.11,0,107.48,0
YMR092C_mRNA,70.54,65.79,60.68,68.93,65.71,69.21,31.26,50.37,52.34,58.2,54.73,65.15,72.07,164.36,111.96,125.63,196.56,142.89,186.7,134.14,120.72,48.94,308.31,21.08,176.76,421.4,118.3,70.26,90.73,131.09,85.53,0,101.77,0
YIL079C_mRNA,16.58,14.88,21.34,21.06,17.18,26.64,29.58,19.46,26,14.99,19.58,21.39,64.96,114.65,9.06,10.17,15.95,37.26,0,44.92,63.03,158.82,21.75,0,0,0,26.1,11.01,14.69,22,0,0,9.17,0
YDL175C_mRNA,23.04,33.59,31.97,35.24,28.17,32.63,32.81,26.44,20.18,28.12,26.81,32.16,44.14,0,20.52,19.74,15.48,36.16,0,0,0,0,0,0,0,0,11.92,67.66,54.65,28.47,5.86,0,0,0
YBR059C_mRNA,21.03,24.57,20.75,22.12,22.9,22.58,13.01,18.2,13.64,23.59,18.9,26.41,35.57,0,17.64,25.21,65.48,36.83,45.96,25.72,21.66,0,7.44,0,0,0,32.58,17.65,17.66,17.57,16.52,0,34.53,0
YDR264C_mRNA,52.6,63.72,63.59,47.34,66.23,57.05,48.26,55.56,53.6,66.32,59.89,70.25,68,54.32,51.91,50.96,45.52,57.13,127.97,121.52,150.45,302.26,119.01,5.42,23.32,51.37,58.45,52.54,63.09,83.75,71.77,0,69.84,29.25
YOR034C_mRNA,17.53,19.98,17.61,13.88,13.35,17.1,18.64,10.81,13.59,18.85,17.48,14.6,15.92,37.31,27.76,23.41,0,16.23,0,14.73,12.4,0,0,0,0,0,10.54,5.41,8.42,14.38,29.57,0,13.49,0
YOR335C_mRNA,334.57,402.78,344.02,301.42,324.25,351.74,284.62,364.23,352.19,355.45,330.21,365.94,244.2,163.79,302.86,289.79,218.53,269.1,184.17,326.65,309.66,217.66,225.69,165.45,301.74,514.31,291.61,304.25,279,226.88,274.07,107.6,251.45,96.21
YJL122W_mRNA,47.9,31.58,38.54,21.91,27.34,22.52,37.5,39.15,21.53,22.17,32.27,34.25,69.18,0,181.38,166.12,84.91,73.48,180.95,52.9,77.93,211.42,183.37,241.1,197.21,127.74,100.84,149.02,190.21,273.38,182.06,0,97.7,0
YMR170C_mRNA,23.54,39.42,24.07,35.76,38.13,29.13,6.07,16.76,14.62,28.36,26.75,32.14,27.98,54.74,28.35,36.23,34.34,35.66,0,21.53,18.13,0,7.81,0,0,0,24.25,18.46,19.36,21.06,121.27,0,6.58,353.67
YMR169C_mRNA,5.66,2.07,4.52,2.72,26.4,26.39,0,0,2.7,3.78,11.97,6.75,0,0,22.96,12.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOR374W_mRNA,62.99,60.17,55.91,69.07,72.61,87.16,17.86,32.9,34.19,69.34,48.03,52.31,123.58,53.72,98.06,98.68,101.11,151.67,71.19,137.4,169.07,335.68,80.45,0,0,0,59.5,44.02,67.38,113.68,123.28,0,51.71,0
YER073W_mRNA,40.27,46.41,42.31,67.34,67.75,55.39,25.74,24.59,23.46,50.72,45.2,65.3,158.28,103.19,114.71,106.88,64.75,126.09,113.95,137.09,123.97,53.74,132.48,61.71,146.71,280.08,119.51,124.39,124.49,124.1,69.42,0,6.21,0
YPL061W_mRNA,1901.28,1937.11,1669.06,1518.81,1843.78,1741.88,1563.13,1647.35,2008.91,1915.72,1926.51,2086.53,2127.58,903.68,1786.26,1803.2,1878.2,2325.22,1233.87,1850.68,1915.59,2252.77,2011.19,1481.34,1872.75,2481.15,1907.89,1570.22,1623.55,1722.5,2032.44,329.83,1258.43,928.93
YOR175C_mRNA,60.84,60.9,54.6,56.13,57.83,56.41,46.66,58.05,69.49,61.84,61.56,66.06,71.73,88.53,29.92,35.54,64.87,64.96,0,78.51,66.09,0,107.43,26.42,52.84,94.1,64.25,59.85,54.19,42.62,108.7,0,74.63,0
YNL148C_mRNA,22.89,21.99,14.54,10.66,24.44,32.34,0,11.02,16.83,32.75,28.86,29.66,39.43,0,29.29,33.89,58.06,20.1,0,27.22,22.92,0,0,0,0,0,24.23,35.58,38.57,44.51,95.21,0,155.89,0
YBR110W_mRNA,42.14,37.33,33.04,33.69,32.43,33.07,18.35,28.15,26.32,26.78,35.96,38.04,9.97,0,11.61,11.72,12.24,63.54,0,0,4.84,30.47,58.42,0,0,0,28.28,17.2,20.86,28.14,85.03,0,56.32,0
YNL048W_mRNA,42.99,54.37,48.18,32.18,42.49,54.88,23.78,39.23,65.82,52,49.92,44.55,45.69,53.63,27.67,42.99,123.36,43.68,0,47.48,39.97,0,30.59,0,0,0,24.84,46.53,39.67,25.79,12.73,419.84,64.52,43.31
YNR030W_mRNA,75.85,82.69,77.98,83.51,81.74,86.71,52.76,64.79,58.08,82.73,85.93,103.92,59.77,225.38,85.53,80.35,52.39,51.69,0,44.37,37.36,0,128.63,104.87,64.34,0,63.57,38.64,41.91,48.2,51.55,0,24.11,0
YGL047W_mRNA,32.62,38.61,26.55,37.68,35.86,36.21,36.55,26.93,11.99,42.34,28.42,34.1,22.47,0,31.2,26.26,0,100.25,0,0,0,0,9.4,58.75,36.04,0,37.18,12.63,16.86,25.37,0,0,523.62,0
YBR070C_mRNA,20.74,18.11,19.8,9.04,33.17,23.68,6.57,22.2,13.48,29.53,25.02,26.75,10.11,0,9.36,7.88,0,0,0,46.42,39.08,0,118.42,17.63,10.82,0,40.61,22.75,37.94,68.45,0,0,85.62,0
YGL065C_mRNA,33.6,38.88,37.25,30.57,39.9,33.51,32.35,33.77,31.84,33.65,22.21,37.57,44.76,145.99,24.72,18.98,0,47.54,0,74.62,62.82,0,0,78.42,48.12,0,35.26,39.37,33.77,22.46,13.86,0,7.02,0
YBL082C_mRNA,39.64,70.99,48.04,56.86,52.74,49.67,28.7,49.96,51,58.81,48.01,60.46,39.22,0,47.94,49.15,20.46,0,0,96.19,80.99,0,53.34,0,0,0,50.98,18.95,15.81,5.53,0,0,110.76,0
YPL227C_mRNA,30.08,32.25,36.94,27.62,31.05,35.86,21.72,17.33,21.37,33.89,27.31,34.06,46.74,0,24.83,23.51,16.39,72.34,0,69.18,58.28,0,0,198.71,121.9,0,56.81,18.85,27.67,45.23,130.23,0,56.57,0
YOR002W_mRNA,51.28,44.98,38.33,38.18,48.35,30.28,23.39,20.64,47.95,48.73,41.36,53.1,26.96,0,87.92,82.8,55.15,117.42,23.3,88.22,91.74,109.86,0,110.37,67.71,0,35.05,48.31,42.41,30.44,66.78,0,0,0
YBR243C_mRNA,37.25,28.85,30.51,34.06,27.78,29.75,13,29.92,37.31,36.11,30.91,41.28,4.99,29.33,34.88,35.23,36.78,25.47,0,57.61,63.09,91.58,0,52.55,32.24,0,21.25,53.67,39.58,11.28,9.28,0,63.48,0
YOR067C_mRNA,55.33,44.38,32.84,48.86,40.63,45.61,44.6,45.35,64.02,50.09,46.36,54.51,0,0,37.93,50.41,115.7,62.81,0,39.59,37.5,26.19,60.97,120.3,78.42,11.87,53.68,53.35,53.39,53.22,23.88,0,24.2,0
YNL219C_mRNA,71.74,65.17,62.49,52.48,54.17,58.83,27.03,50.61,56.53,60.71,53.22,58.22,24.93,48.74,60.02,66.81,101.99,34.42,43.06,81.59,105.05,228.54,34.78,80.21,49.21,0,65.8,56.44,61.19,70.36,7.72,0,99.74,0
YGL021W_mRNA,40.58,47.57,41.1,31.62,58.16,47.57,40.88,29.49,23.47,53.41,48.2,49.51,147.69,257.71,49.84,49.35,46.28,48.06,48.79,94.07,79.41,0,65.76,0,16.93,43.52,59.42,33.82,26.13,10.64,64.21,88.69,0,29.74
YBL009W_mRNA,37.91,40.68,35.81,37.85,37.56,37.84,38.61,37.65,57.74,34.1,35.51,48.69,13.96,0,11.43,12.35,17.14,22.25,0,16.14,13.59,0,40.91,91.96,56.41,0,23.93,17.79,18.47,19.71,45.39,123.21,0,0
YML086C_mRNA,191.15,176.45,168.15,178.51,156.37,161.07,76.84,172.99,137.72,178.99,173.77,199.72,157.5,77,110.06,118.36,161.08,175.65,22.68,40.42,68.06,213.91,117.18,84.44,122.44,181.76,128.23,116.35,132.13,162.99,215.36,0,179.16,0
YNL270C_mRNA,0.21,0.42,0.25,0.52,1.15,0.85,0,0,0,0,0.71,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.28
YOL130W_mRNA,23.63,20.44,18.79,29.86,27.17,30.48,3.66,16.84,12.75,29.84,28.28,30.14,16.87,49.39,28.86,34.22,62.11,32.25,58.18,39.02,35.59,17.18,37.65,0,18.19,46.72,18.61,9.56,13.82,22.22,80.95,0,3.97,0
YFL050C_mRNA,0.57,0.42,0.16,1.25,1.28,1.1,0,0,0,1.73,0.62,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR089C_mRNA,106.59,126.89,113.84,84.97,117.19,127.3,109.88,104.86,100.9,108.16,106.13,98.4,102.82,0,85.37,80.74,54.08,109.99,0,97.52,85.73,22.44,89.13,32.24,55.37,91.53,120.64,72.77,79.08,91.21,119.37,0,140.01,208.62
YDR111C_mRNA,24.29,19.24,13.47,12.56,17.21,16.68,2.92,13.46,19.18,15.9,15.72,25.24,13.48,0,14.65,14.09,11.03,22.91,69.89,5.19,4.36,0,60.18,0,0,0,9.56,5.09,6.79,10.15,20.87,0,38.08,0
YKR021W_mRNA,15.54,15.86,13.46,10.68,19.6,20.73,13.81,16.96,12.74,17.96,15.85,15.08,0,0,19.81,18.76,13.03,3.38,0,21.49,18.09,0,17.77,23.32,14.31,0,10.66,22.56,17.06,5.99,4.93,0,0,0
YJL084C_mRNA,15.73,13.31,13.51,11.53,14.97,12.6,15.26,7.03,13.14,11.54,12.5,10.75,39.87,0,15.33,12.9,0,29.89,0,16.28,13.71,0,1.96,0,0,0,20.51,7.98,9.76,13.24,0,0,36.43,0
YGR225W_mRNA,0.39,0,1.36,2.63,0,0.77,0,0,0,0.6,0.21,0.76,0,0,3.65,3.08,0,0,0,31.71,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR225W_pre-mRNA,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML035C_mRNA,66.51,64.39,62.73,55.04,58.96,65.75,61.75,78.19,72.01,72.08,62.42,65.69,35.59,17.37,41.51,40.76,36.4,137.99,30.69,54.88,49.09,18.13,22.34,88.59,108.7,139.66,63.8,31.93,43.73,66.97,30.3,0,92.15,28.06
YDR242W_mRNA,2.23,2.66,1.28,7.97,5.28,8.7,0,0,0,3.43,8.39,5.18,31.19,0,0,0,0,8.52,0,15.47,13.01,0,0,0,0,0,2.11,0,0,0,0,0,0,0
YBR211C_mRNA,21.55,17.21,23.3,13.85,14.27,19.75,8.49,16.93,26.1,13.54,20.71,14.74,26.09,0,9.1,12.76,32.02,4.16,33.9,0,0,0,0,0,0,0,10.79,11.05,7.37,0,72.7,0,0,0
YOR378W_mRNA,3.99,2.43,5.88,2.48,1.69,2.16,5.77,11.51,0,2.39,2.62,2.86,0,0,6.2,6.95,10.88,16.95,0,0,0,0,22.27,0,52.49,135.08,6.29,0,0,0,24.71,0,0,0
YBR158W_mRNA,65.38,54.95,54.6,53.18,47.29,55.22,32.98,50.62,50.97,45.28,49.32,50.86,50.69,68.59,58.6,63.42,86.15,52.19,141.41,81.1,68.28,0,55.49,143.75,88.19,0,38.71,66.23,63.33,57.23,32.6,0,49.56,0
YGL156W_mRNA,4.2,4.07,2.62,6.6,5.59,8.65,1.48,2.72,1.82,5.76,5.25,7.04,2.27,0,4.24,3.57,0,4.34,0,10.51,11.06,13.88,0,0,0,0,1.07,3.86,2.58,0,0,0,0,0
YJR047C_mRNA,3.59,1.54,1.49,0,1.27,0,9.57,2.86,11.16,5.66,5.59,4.53,0,0,0,0,0,0,0,0,0,0,16.97,0,0,0,11.26,0,0,0,32.9,0,13.18,0
YEL036C_mRNA,86.03,77.45,67.29,74.67,72.41,75.72,88.12,57.84,63.55,66.82,75.92,77.21,70.07,0,106.76,110.02,126.13,68.47,72.67,129.42,118.04,57.1,238.5,90.13,120.64,168.19,64.04,79.27,86.39,100.2,34.71,0,197.89,0
YKL047W_mRNA,25.84,23.81,18.73,41.15,18.75,31.75,31.1,22.92,61.22,32.36,20.59,27.17,66.94,0,22.27,20.61,11.74,27.42,0,27.6,23.23,0,44.02,8.38,5.14,0,19.21,29.75,34.28,43.18,53.29,0,6.75,272.01
YHR126C_mRNA,0,0.55,0,0,0,0,0,0,0,0,1.18,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0
YPR128C_mRNA,19.4,26.37,26.05,30.33,25.33,31.54,21.01,28.38,32.74,26.33,27.46,27.94,38.76,0,42.04,35.38,0,4.12,0,81.89,68.94,0,32.44,0,0,0,18.32,18.24,34.07,65.63,155.99,91.53,0,0
YPR180W_mRNA,30.15,40.71,40.09,40.89,46.43,43.42,32.66,22.92,32.53,44.68,33.2,43.53,43.03,0,36.65,39.26,52.81,27.42,0,57.82,69.54,131.5,126.06,0,0,0,28.82,32.38,62.11,121.46,106.58,0,0,0
YCL050C_mRNA,478.96,488.17,473.93,371.03,451.29,450.49,623.02,493.48,460.27,429.46,465.08,419.65,460.58,516.64,271.7,262.96,215.34,540.46,646.63,429.1,411.08,312.78,422.22,268.61,266.8,263.23,438.92,206.25,292.9,470.47,264.82,362.99,753.64,69.55
YDR530C_mRNA,15.63,16.2,13.12,8,18.99,18.43,16.93,6.5,15.62,17.01,11.21,15.97,0,114.84,6.05,5.09,0,24.88,0,7.5,6.31,0,49.02,0,0,0,19.99,0,0,0,0,0,0,0
YNL172W_mRNA,8.61,10.15,8.91,7.75,10.54,10.87,9.4,8.37,4.24,10.56,10.42,10.54,0,0,10.8,10.8,10.64,18.42,14.93,11.72,9.86,0,12.1,45.77,28.08,0,10.59,7.27,8.2,9.79,34.9,0,2.04,0
YDL008W_mRNA,99.26,121.69,73,82.96,114.34,116.21,66.59,74.1,112.64,125.96,110.87,96.66,25.59,0,59.14,49.77,0,40.77,0,29.31,24.68,0,10.71,133.61,81.97,0,24.2,28.73,28.75,28.89,0,0,379.45,0
YLR127C_mRNA,9.49,6.76,7.17,10.12,8.26,9.95,7.36,7.35,9.81,9.14,8.53,8.22,0,0,2.64,2.22,0,3.61,43.92,3.27,2.76,0,0,0,0,0,6.02,1.6,3.21,6.39,0,0,47.95,0
YDR118W_mRNA,8.75,7,9.14,8.46,4.93,12.67,9.38,7.2,5.77,4.71,8.93,8.85,0,0,3.36,4.24,8.85,2.3,112.02,0,17.52,110.17,3.02,0,0,0,11.93,0,5.45,16.28,0,0,76.37,0
YOR249C_mRNA,5.7,6.87,3.58,4.24,7.86,5.39,6.73,6.2,5.52,5.31,4.83,5.57,6.9,0,6.44,5.42,0,19.79,0,7.98,6.71,0,0,0,0,0,4.89,0,1.3,3.9,0,0,0,0
YLR102C_mRNA,8.79,14.07,11,10.24,11.14,15.66,4.97,13.72,4.07,9.98,12.33,14.79,7.63,0,17.73,14.92,0,14.6,0,0,0,0,0,0,0,0,14.44,0,5.75,17.24,0,0,43.12,0
YBR151W_mRNA,66.33,61.4,76.75,66.34,52.3,92.72,72.92,61.89,52.77,74.03,60.68,63.01,13.19,155.18,21.46,25.8,48.55,54.63,0,144.36,127.94,40.3,0,92.35,56.66,0,42.08,29.78,24.84,14.89,36.75,0,130.35,0
YKL103C_mRNA,57.15,56.2,51.53,34.94,44.73,47.91,39.54,47.68,30.11,39.73,42.52,52.7,99.85,229.23,80.91,81.71,85.25,146.64,45,65.18,63.32,53.07,65.41,0,79.44,204.41,64.65,58.96,50.81,34.31,145.16,0,18.39,0
YKL157W_mRNA,177.73,168.98,152.72,186.58,181.9,155.06,121.82,153.84,171.63,141.22,176.74,153.41,197.76,385.9,139.01,146.02,181.22,144.51,81.82,195.22,169.49,32.23,103.73,231.72,187.64,116.85,220.99,138.99,178.49,256.01,178.78,0,178.73,0
YKL157W_pre-mRNA,3.07,5.12,11.84,0,7.55,16.18,0,4.14,0,4.78,2.21,9.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63,0,0,0,0,0,0,0
YBR286W_mRNA,705.87,698.98,670.76,659.86,714.18,715.59,478.84,629.45,693.57,733.37,705.21,818.03,504.88,166.17,753.75,739.77,660.17,697.63,73.41,827.99,756.71,374.9,679.29,844.18,858.06,875.6,655.79,752.98,764.24,783.09,679.3,0,506.4,44.74
YHR113W_mRNA,58.04,55.55,46.52,47.04,61.12,44.92,31.83,42.02,48.3,53.81,45.3,52.76,68.5,258.55,47.85,47.94,48.04,40.54,50.76,107.31,90.35,0,28.67,51.49,31.59,0,71.71,41.51,64.62,110.49,59.08,0,6.91,0
YDR525W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YNL077W_mRNA,10.42,8.43,15.75,11.16,12.66,13.14,2.82,6.07,8.1,10.68,12.38,17.65,47.73,0,6.06,5.1,0,11.06,0,0,0,0,43.58,0,0,0,10.26,0,1.64,4.9,40.3,0,0,0
YJR005W_mRNA,29.47,36.39,28.66,29.13,33.01,41.3,22.01,33.11,26.18,32.79,34.97,36.92,30.45,118.97,51.98,60.95,107.97,6.47,0,58.67,49.4,0,31.15,65.37,76.56,93.72,21.59,36.41,26.85,7.64,0,0,62.12,0
YKL135C_mRNA,33.11,41.09,35.48,41.37,34.64,35.5,19.17,14.39,47.18,31.73,34.9,38.48,22.92,134.31,35.13,33.42,24.11,43.83,0,60.58,51,0,2.74,63.27,84.69,117.91,36.38,25.97,37.13,59.16,0,0,32.37,0
YBL037W_mRNA,17.1,16.06,19.55,16.83,21.79,23.57,6.22,13.84,29.32,14.15,14.66,19.44,2.39,97.9,34.58,29.1,0,35.03,0,27.65,53.54,189.87,8,0,0,0,22.59,17.61,16.27,13.49,26.63,0,20.25,0
YPR029C_mRNA,41.32,43.13,45.57,28.82,39.62,40.17,28.27,43.39,43.28,36.31,44.74,48.07,34.76,0,28.38,30.71,42.66,38.77,0,0,10.42,53.11,43.64,25.45,78.06,160.46,32.87,16.41,17.52,19.62,48.43,163.46,61.36,0
YPL195W_mRNA,25.85,26.37,24.36,20.12,21.65,24.2,16.97,24.49,27.14,24.08,27.66,28.47,23.48,30.55,10.96,11.27,12.81,46.56,148.43,36.22,40.66,63.78,56.78,4.58,2.79,0,28.98,20.7,20.72,20.62,21.81,18.4,18.42,0
YGR261C_mRNA,43.48,42.48,34.21,25.15,38.18,36.32,34.56,46.18,39.18,31.72,35.15,45.4,25,0,17.47,19.62,30.68,21.91,16.17,16.96,20.27,38.2,15.69,71.37,43.78,0,28.07,30.1,22.44,7.06,11.61,0,0,0
YPL259C_mRNA,26.75,29.58,29.85,20.72,25.57,23.2,9.27,24.68,25.36,21.56,25.58,25.47,0,306.86,30.99,33.53,46.66,27.26,98.58,0,0,0,79.56,25.01,15.34,0,39.32,29.57,32.28,37.56,66.21,0,13.42,0
YHL019C_mRNA,12.28,6,13.17,12.08,17.06,9.74,8.11,4.98,6.65,12.79,12.31,15.03,78.98,121.91,17.43,17.93,20.41,7.95,0,33.61,28.3,0,0,87.55,53.71,0,10.81,0,7.85,23.47,3.86,0,46.96,0
YBR288C_mRNA,38.66,42.59,40.93,48.68,39.23,53.66,20.23,50.73,67.77,46.65,43.25,51.88,67.4,0,45.85,75.15,229.05,19.82,0,47.86,60.44,126.74,0,0,5.58,14.36,56.37,14.66,25.42,46.82,72.23,0,7.32,0
YOL062C_mRNA,45.08,50.38,39.66,26.85,45.91,47.37,18.03,33.21,43.13,57.55,50.47,59.06,46.2,0,10.76,12.68,22.68,11.78,119.76,74.67,67.35,28.23,54.13,8.1,4.97,0,28.39,47.04,36.62,15.65,17.16,32.65,0,0
YKL114C_mRNA,33.94,42.87,36.7,44.83,40.33,36.28,46.04,31.8,44.05,41.27,43.17,38.84,11.79,0,52.13,53.1,57.9,48.86,0,47.6,51.53,72.09,19.74,0,57.05,147.01,52.97,56.65,42.24,13.32,5.48,0,58.3,0
YBL019W_mRNA,7.48,7.01,9.12,9.34,10.02,13.31,8.58,4.39,5.86,15.89,9.47,11.64,0,0,4.14,3.45,0,0,0,0,0,0,14.72,0,0,0,12.47,0,1.66,4.96,32.67,0,6.21,0
YNL094W_mRNA,11.44,9,9.99,13.6,18.83,18.72,0,5.89,8.85,15.6,12.3,11.9,3.69,0,20.63,20.25,18.1,7.05,0,21.3,17.93,0,0,0,0,0,6.97,2.09,1.39,0,0,26.03,0,34.92
YIL040W_mRNA,80.79,77.34,80.73,57.88,55.54,58,69.34,91.23,44.69,55.04,71.3,72.76,121.82,0,21.06,35.45,112.13,9.7,0,86.85,73.16,0,420.61,0,0,0,46.79,0,51.2,154.73,13.14,0,0,0
YJL075C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR170C_mRNA,99.39,68.05,64.6,88.32,98.32,128.24,62.51,57.57,54.12,42.7,67.23,70.32,42.71,0,88.99,83.21,52.41,129.28,0,0,0,0,53.62,0,0,0,58.04,42.03,28.04,0,89.25,0,256.31,0
YJR058C_mRNA,45.21,36.33,32.7,22.01,45.41,44.11,7.53,41.63,30.89,38.3,36.15,41.13,46.32,0,16.07,13.53,0,66.42,0,0,44.73,283.12,184.17,0,0,0,32.85,13.01,8.68,0,21.51,0,0,0
YJL024C_mRNA,44.5,55.72,55.27,41.32,61.95,59.51,0,63.85,50.64,47.64,52.16,57.41,189.83,0,66.18,54.87,0,25.47,260.79,68.85,57.97,0,0,0,0,0,54.31,39.36,48.77,67.68,37.12,0,84.65,0
YJL024C_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
